Title,Genre,Tags,withDLC,isMature,Franchise,ReleaseDate,Developer,Publisher,Languages,PositiveReviews,TotalReviews,NegativeReviews,OriginalPrice,DiscountPercent
Shadow Man Remastered,"Action, Adventure","Action, Adventure, Action-Adventure, Horror, Platformer, Shooter, Exploration, Puzzle, Third Person, Metroidvania, 3D Platformer, 3D, Atmospheric, Third-Person Shooter, Retro, Dark, Old School, Demons, Surreal, Combat",False,True,Shadow Man,"15 Apr, 2021",Nightdive Studios,Nightdive Studios,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil","(1,057)","(1,118)",61,"188.000,00₫",-50%
Cozy Grove,"Casual, Indie","Relaxing, Cute, Story Rich, Collectathon, Cozy, Hidden Object, Atmospheric, Colorful, Life Sim, Procedural Generation, 2D, Management, Cartoony, Casual, Funny, Character Customization, Crafting, Singleplayer, Indie, Surreal",True,False,,"7 Apr, 2021",Spry Fox LLC, Spry Fox LLC,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Dutch, Korean, Portuguese - Brazil, Russian, Traditional Chinese, Turkish, Arabic","(6,330)","(7,025)",695,"165.000,00₫",
Orcs Must Die! 2,"Action, Adventure, Indie, RPG, Strategy","Tower Defense, Co-op, Action, Strategy, Online Co-Op, Indie, RPG, Third Person, Adventure, Multiplayer, Third-Person Shooter, Comedy, Singleplayer, Cartoony, Shooter, Fantasy, Female Protagonist, Controller, Funny, Great Soundtrack",True,False,,"30 Jul, 2012",Robot Entertainment,Robot Entertainment,"English, German, French, Italian, Spanish - Spain, Russian, Japanese, Polish, Portuguese - Brazil","(17,419)","(18,631)","(1,212)","165.000,00₫",-70%
GUILTY GEAR XX ACCENT CORE PLUS R,Action,"Fighting, 2D Fighter, Anime, Great Soundtrack, Action, Arcade, Local Multiplayer, Competitive, 2D, eSports, Multiplayer, Controller, Singleplayer, Difficult, Classic, PvP",False,False,,"26 May, 2015",Arc System Works,Arc System Works,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Portugal","(5,979)","(6,201)",222,"165.000,00₫",-77%
Swordsman VR,"Action, RPG","VR, Action, Swordplay, Violent, RPG, Gore, Hack and Slash, Character Customization, Fighting, Combat, Singleplayer, First-Person, Soundtrack, Medieval, Magic, Physics, Action RPG, Realistic, Beat 'em up, Horror",False,True,,"25 Sep, 2020",Sinn Studio Inc.,Sinn Studio Inc.,"English, Japanese, Korean, Simplified Chinese, Traditional Chinese, French, German, Spanish - Spain, Spanish - Latin America",392,538,146,"188.000,00₫",-35%
Prince of Persia: Warrior Within™,"Action, Adventure","Action, Adventure, Parkour, Third Person, Great Soundtrack, Singleplayer, Platformer, Time Travel, Classic, Atmospheric, Hack and Slash, Time Manipulation, Gore, Fantasy, Story Rich, Dark, Open World, Controller, Dark Fantasy, Puzzle",False,False,,"30 Nov, 2004",Ubisoft,Ubisoft,English,"(2,316)","(2,737)",421,"165.000,00₫",-80%
VAIL VR,"Action, Casual, Strategy, Early Access","Early Access, VR, Shooter, Action, FPS, Multiplayer, Military, First-Person, PvP, Team-Based, Competitive, Physics, Gun Customization, Tactical, Futuristic, eSports, Strategy, Casual, Minimalist, Realistic",True,False,,"16 Nov, 2022",AEXLAB,AEXLAB,English,"(1,038)","(1,354)",316,"260.000,00₫",-90%
DisplayFusion,Utilities,"Utilities, Software",False,False,,"29 Mar, 2013",Binary Fortress Software,Binary Fortress Software,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Traditional Chinese, Russian, Japanese, Portuguese - Portugal, Polish, Danish, Dutch, Finnish, Norwegian, Swedish, Hungarian, Czech, Romanian, Turkish, Arabic, Portuguese - Brazil, Bulgarian, Greek, Thai, Ukrainian",934,"(1,077)",143,"280.000,00₫",-55%
DARIUSBURST Chronicle Saviours,Action,"Shoot 'Em Up, Arcade, Action, Great Soundtrack, Side Scroller, Bullet Hell, 4 Player Local, Local Co-Op, Space, Shooter, 2D, Singleplayer, Co-op, Difficult, Anime, Sci-fi, Local Multiplayer, Score Attack, Classic",True,False,,"3 Dec, 2015",Pyramid,KOMODO,"English, Japanese, French, Italian, German, Spanish - Spain, Russian, Portuguese - Brazil",597,718,121,"585.000,00₫",-70%
World of Goo,Indie,"Puzzle, Indie, Physics, Singleplayer, Great Soundtrack, Casual, 2D, Cute, Comedy, Building, Atmospheric, Funny, Classic, Satire, Touch-Friendly, Surreal, Difficult, Story Rich, Strategy, Family Friendly",True,False,,"13 Oct, 2008",2D BOY,2D BOY ,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Korean, Simplified Chinese","(5,245)","(5,558)",313,"165.000,00₫",
Owlboy,"Action, Adventure, Indie","Pixel Graphics, Adventure, Indie, Great Soundtrack, Metroidvania, Platformer, 2D, Story Rich, Atmospheric, Action, Fantasy, Puzzle Platformer, Singleplayer, Retro, Action-Adventure, Flight, Funny, Cute, Open World, RPG",True,False,,"1 Nov, 2016",D-Pad Studio,D-Pad Studio,"English, Japanese, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Norwegian","(4,699)","(5,584)",885,"260.000,00₫",-60%
,,,,,,,,,,,,,"59.000,00₫",-10%
,,,,,,,,,,,,,"170.000,00₫",-66%
Frozen Flame,"Action, Adventure, RPG, Early Access","Early Access, Open World Survival Craft, Online Co-Op, Adventure, Base Building, RPG, Exploration, Open World, Action, Survival, Co-op Campaign, Sandbox, Fantasy, Colorful, Building, PvP, Dark Fantasy, Crafting, Multiplayer, Hack and Slash",True,True,Ravenage,"17 Nov, 2022",Dreamside Interactive,Ravenage Games,"English, Russian, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil","(1,859)","(2,667)",808,"385.000,00₫",-20%
,,,,,,,,,,,,,"114.000,00₫",-60%
,,,,,,,,,,,,,"120.000,00₫",
The Banner Saga,"Indie, RPG, Strategy","RPG, Turn-Based, Strategy, Indie, Tactical, Turn-Based Strategy, Story Rich, Fantasy, Great Soundtrack, Kickstarter, Tactical RPG, Choices Matter, Hand-drawn, Atmospheric, Singleplayer, 2D, Crowdfunded, Strategy RPG, Adventure, Vikings",True,False,,"14 Jan, 2014",Stoic,Stoic Studio,"English, French, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Italian, Japanese, Korean, Czech, Simplified Chinese","(13,338)","(14,984)","(1,646)","275.000,00₫",-80%
,,,,,,,,,,,,,"99.000,00₫",-66%
War Mongrels,"Action, Adventure, Strategy","Real Time Tactics, Stealth, Strategy, Co-op Campaign, Action, Atmospheric, Isometric, World War II, Tactical, Story Rich, Co-op, Online Co-Op, Historical, Realistic, Singleplayer, Dark, Top-Down, Twin Stick Shooter, Action RTS, Action-Adventure",True,True,Destructive Creations,"19 Oct, 2021",Destructive Creations,Destructive Creations,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Turkish, Traditional Chinese","(1,190)","(1,635)",445.0,"430.000,00₫",-80%
BAD END THEATER,Simulation,"Multiple Endings, Visual Novel, Story Rich, LGBTQ+, Choices Matter, Pixel Graphics, Choose Your Own Adventure, Cute, Simulation, Romance, Demons, Anime, Stylized, Fantasy, Colorful, Singleplayer, 2D, Gore, Violent, Female Protagonist",True,True,NomnomNami,"26 Oct, 2021",NomnomNami,NomnomNami,"English, French, German, Korean, Russian, Spanish - Latin America, Portuguese - Brazil, Polish, Simplified Chinese, Swedish, Italian, Japanese, Vietnamese, Turkish, Spanish - Spain, Arabic, Dutch, Czech, Basque, Hebrew, Thai, Hungarian, Ukrainian, Greek","(6,279)","(6,437)",158.0,"120.000,00₫",
The Signal State,Simulation,"Puzzle, Logic, Simulation, Automation, Programming, Indie, Sandbox, Level Editor, Moddable, Tutorial, Dystopian, Futuristic, Hacking, Singleplayer, Robots, 2D, Post-apocalyptic, Cyberpunk, Sci-fi, Agriculture",False,False,The Iterative Collective,"23 Sep, 2021",Reckoner Industries,The Iterative Collective,"English, Spanish - Spain, Korean, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, German, Japanese",388,439,51.0,"188.000,00₫",-50%
,,,,,,,,,,,,,"180.000,00₫",
,,,,,,,,,,,,,"73.500,00₫",-50%
SimplePlanes,"Indie, Simulation","Flight, Automation, Sandbox, Physics, Building, Exploration, Racing, Automobile Sim, Military, Controller, Combat Racing, 3D, Open World, Strategy, Funny, Collectathon, Action, Vehicular Combat, Moddable, Artificial Intelligence",False,False,,"17 Dec, 2015","Jundroo, LLC","Jundroo, LLC",English,"(9,102)","(9,771)",669.0,"180.000,00₫",-50%
Timespinner,"Action, Adventure, Indie, RPG","Metroidvania, Side Scroller, 2D Platformer, Female Protagonist, Exploration, LGBTQ+, Platformer, 2D, RPG, Pixel Graphics, Fantasy, Story Rich, Time Manipulation, Action, Sci-fi, Time Travel, Adventure, Co-op, Local Co-Op, Indie",True,False,Timespinner,"25 Sep, 2018",Lunar Ray Games,Chucklefish,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese","(2,187)","(2,530)",343.0,"188.000,00₫",-70%
No Creeps Were Harmed TD,"Strategy, Early Access","Early Access, Tower Defense, Strategy, Singleplayer, Sci-fi, 3D, Online Co-Op, Automation, Action RTS, Dystopian, Survival, Multiplayer, Artificial Intelligence, Aliens, Action, Real Time Tactics, Colorful, Building, Futuristic, Post-apocalyptic",False,True,,"18 Aug, 2023",MinMax Games Ltd.,MinMax Games Ltd.,"English, French, German, Japanese, Simplified Chinese, Traditional Chinese",116,131,15.0,"260.000,00₫",-20%
Siege Survival: Gloria Victis,"Adventure, Indie, RPG, Simulation, Strategy","Singleplayer, City Builder, Immersive Sim, Resource Management, Economy, Survival, Strategy, Isometric, Time Management, Medieval, War, Management, Base Building, Crafting, Choices Matter, Stealth, Strategy RPG, RPG, Historical, Simulation",True,False,Gloria Victis,"18 May, 2021",Black Eye Games,Ravenscourt,"English, Polish, Russian, Turkish, Simplified Chinese, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Traditional Chinese","(1,121)","(1,423)",302.0,"416.000,00₫",-84%
Train Valley 2,"Adventure, Casual, Indie, Simulation, Strategy","Open World, Resource Management, Puzzle, Minimalist, Stylized, Family Friendly, Time Management, Adventure, Atmospheric, Tactical, Difficult, City Builder, Sandbox, Third Person, Strategy, Simulation, Casual, Indie, Management, Cute",True,False,Train Valley,"15 Apr, 2019",Alexey Davydov,Flazm,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Turkish, Czech, Swedish","(2,249)","(2,490)",241.0,"165.000,00₫",-30%
,,,,,,,,,,,,,"330.000,00₫",-40%
,,,,,,,,,,,,,"120.000,00₫",-35%
The Fabulous Fear Machine,"Indie, Simulation, Strategy","Outbreak Sim, Horror, Indie, Simulation, Strategy, 2D, Story Rich, Difficult, Singleplayer, Choices Matter, Top-Down, Strategy RPG, Psychological Horror, Atmospheric, Conspiracy, Stylized, Management, Dark Humor, Card Game, Villain Protagonist",False,True,,"4 Oct, 2023",Fictiorama Studios,AMC Games,"English, German, Spanish - Spain, Russian, Simplified Chinese",219,235,16.0,"239.000,00₫",-33%
,,,,,,,,,,,,,"73.500,00₫",-50%
Ghostbusters: The Video Game Remastered,Action,"Third-Person Shooter, Action, Shooter, Action-Adventure, Third Person, Gun Customization, Sci-fi, Comedy, Singleplayer, Linear, Supernatural, 1990's, Destruction, Co-op, Multiplayer, Movie",False,False,Ghostbusters,"4 Oct, 2019",Saber Interactive,"Mad Dog Games, LLC","English, French, Italian, German, Spanish - Spain, Traditional Chinese, Korean, Dutch, Japanese","(1,336)","(1,473)",137.0,"220.000,00₫",
STAR WARS™ Jedi Knight II - Jedi Outcast™,Action,"Action, Classic, Sci-fi, FPS, Multiplayer, Third Person, Singleplayer, Shooter, Story Rich, Adventure, Third-Person Shooter, Cult Classic, First-Person, Great Soundtrack, Swordplay, Space, Moddable, Atmospheric, VR, Open World",False,False,Star Wars,"16 Sep, 2003",Raven Software,LucasArts,"English, French, German, Spanish - Spain, Traditional Chinese","(3,950)","(4,325)",375.0,"142.000,00₫",-65%
An Ankou,"Action, Indie, Early Access","Exploration, Roguelike, Action Roguelike, Arcade, Hack and Slash, Dark Fantasy, Top-Down, Action, Crafting, Survival, Singleplayer, Bullet Hell, Indie, Violent, Gore, Early Access",False,True,,"17 Aug, 2023",Alkemi,PID Games,"English, French, German, Simplified Chinese, Traditional Chinese",309,349,40,"105.000,00₫",-20%
The Escapists,"Action, Adventure, Indie, Simulation, Strategy","Pixel Graphics, Strategy, Crafting, Singleplayer, 2D, Simulation, Indie, Action, Difficult, Survival, Adventure, Puzzle, RPG, Top-Down, Sandbox, Funny, Multiplayer, Comedy, Co-op, Roguelike",True,False,Team17,"13 Feb, 2015",Mouldy Toof Studios,Team17,"English, French, German, Spanish - Spain, Polish, Russian, Italian","(14,163)","(15,691)","(1,528)","200.000,00₫",-80%
Sam & Max Save the World,"Adventure, Indie","Adventure, Point & Click, Puzzle, Comedy, Funny, Comic Book, Story Rich, Cartoony, Episodic, Detective, Cartoon, 3D, Indie, Singleplayer, Dog, Third Person, Conversation, Remake, LGBTQ+, Great Soundtrack",True,False,Sam & Max,"2 Dec, 2020",Skunkape Games,Skunkape Games,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Russian","(1,285)","(1,391)",106,"188.000,00₫",-33%
Beyond The Wire,"Action, Indie, Massively Multiplayer, Simulation, Strategy","FPS, War, World War I, Military, PvP, Shooter, First-Person, Tanks, Historical, Strategy, Action, Realistic, Simulation, Tactical, Combat, Massively Multiplayer, Atmospheric, Multiplayer, Gore, Indie",True,True,Offworld Industries,"31 Aug, 2022",Redstone Interactive,Offworld Industries,"English, French, German, Simplified Chinese","(4,697)","(7,217)","(2,520)","142.000,00₫",-50%
Juno: New Origins,"Indie, Simulation","Building, Science, Space Sim, Programming, Flight, Jet, Education, Base Building, Realistic, Physics, Sandbox, Space, Level Editor, Open World, Indie, Moddable, Automation, Exploration, Replay Value, Singleplayer",False,False,,"26 Jan, 2023","Jundroo, LLC","Jundroo, LLC",English,"(2,306)","(2,554)",248,"260.000,00₫",-50%
eden*,Adventure,"Visual Novel, Anime, Story Rich, Romance, Adventure, Singleplayer, Great Soundtrack, Cute, Nudity, Linear, Sci-fi, Sexual Content, Drama, 2D, Mature, Post-apocalyptic, Dating Sim, Female Protagonist, Emotional, Military",True,True,,"30 Jan, 2015",minori,MangaGamer,"English, Japanese, Simplified Chinese","(3,415)","(3,526)",111,"188.000,00₫",-50%
Attack on Titan / A.O.T. Wings of Freedom,Action,"Anime, Action, Gore, Multiplayer, Singleplayer, Adventure, Story Rich, Hack and Slash, Online Co-Op, Third Person, Open World, Dark, RPG, Horror, Great Soundtrack, Controller, Co-op, Psychological Horror, Nudity, Memes",True,False,"KOEI TECMO GAMES CO., LTD.","26 Aug, 2016","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","English, French, German, Japanese, Traditional Chinese","(3,206)","(3,764)",558,"793.000,00₫",
The Shell Part I: Inferno,Adventure,"Visual Novel, Detective, Mystery, Choices Matter, Romance, Psychological Horror, Atmospheric, Dark, Retro, Adventure, Multiple Endings, Cinematic, Drama, Gore, Choose Your Own Adventure, Anime, Text-Based, Singleplayer, 2D, Story Rich",False,True,Shiravune,"27 Jul, 2023",Innocent Grey,Shiravune,"English, Simplified Chinese, Traditional Chinese, Japanese",440,468,28,"260.000,00₫",-30%
Project Gunship,"Action, Indie, Simulation, Early Access","Simulation, Singleplayer, Military, Immersive Sim, Realistic, War, Shoot 'Em Up, Action, Tactical, Combat, Shooter, Historical, Modern, 3D, Top-Down, Flight, Vehicular Combat, Violent, Early Access, Gore",False,True,,"31 Aug, 2022",Sklorite Studios LLC,Sklorite Studios LLC,English,362,432,70,"142.000,00₫",-20%
Risk of Rain (2013),"Action, Indie, RPG","Action Roguelike, Roguelike, Indie, Platformer, Action, Pixel Graphics, Great Soundtrack, Online Co-Op, Difficult, Perma Death, Co-op, 2D, Local Co-Op, Roguelite, Multiplayer, RPG, Singleplayer, Addictive, Replay Value, Survival",True,False,Risk of Rain,"8 Nov, 2013",Hopoo Games,Gearbox Publishing,English,"(27,467)","(29,367)","(1,900)","120.000,00₫",-66%
Farm Manager 2021,"Indie, Simulation, Strategy","Simulation, Strategy, Management, Agriculture, Indie, Building, Resource Management, Economy, City Builder, Multiplayer, Relaxing, Great Soundtrack, Singleplayer, Farming Sim, Family Friendly, Inventory Management, Realistic, Casual, Sandbox, Farming",True,False,PlayWay S.A.,"6 May, 2021",Cleversan Games,PlayWay S.A.,"English, Polish, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Portugal, Russian, Japanese, Korean, Turkish, Hungarian","(1,503)","(1,894)",391,"188.000,00₫",-68%
LOST EPIC,"Action, Indie, RPG","Action, Action RPG, Anime, Souls-like, Dark Fantasy, Metroidvania, Character Customization, Online Co-Op, Singleplayer, Dark Humor, Side Scroller, Co-op, Psychological Horror, Hack and Slash, Female Protagonist, Multiplayer, 2D, Indie, Difficult, Early Access",True,False,,"27 Jul, 2022",oneoreight,oneoreight,"English, Simplified Chinese, Japanese, French, German, Spanish - Spain, Portuguese - Brazil, Korean, Traditional Chinese",766,"(1,047)",281,"249.000,00₫",-50%
Soulstice,"Action, Adventure","Hack and Slash, Spectacle fighter, Character Action Game, Action-Adventure, Female Protagonist, Exploration, Third Person, Dark Fantasy, 3D Platformer, Beat 'em up, Action RPG, Swordplay, 3D, Story Rich, Horror, Lore-Rich, Controller, Fantasy, Action, Demons",True,True,Modus Games,"19 Sep, 2022",Reply Game Studios,Modus Games,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Czech",994,"(1,266)",272,"310.000,00₫",-50%
,,,,,,,,,,,,,"87.500,00₫",-50%
Parkasaurus,"Simulation, Strategy","Management, City Builder, Dinosaurs, Building, Simulation, Sandbox, Cute, Comedy, Economy, Funny, Isometric, Resource Management, Colorful, Singleplayer, Family Friendly, Strategy, Casual, Adventure",True,False,Parkasaurus,"13 Aug, 2020",Washbear Studio,Washbear Studio,"English, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Russian, Japanese, Turkish, Korean, Polish","(2,626)","(2,791)",165,"220.000,00₫",-75%
